clean_tweet,Sentiment
"Perfect timing and opportunity with the halt of intl trade, low oil prices, coming global recession for Lebanon to get its affairs in order, stabilize LL exchange rate, boost local substitutes and collaborate with Diaspora for Financial Support covid #???_??? beirut lebanon",Positive
Omg corona virus let's all go sit in line together at the grocery store to buy supplies and all touch the same cash registers n shit. So clever. coronavirus covid society,Positive
"Stores have been ravaged in our area. A bit sad but I understand the fear. coronavirus us empty shelves nofood @ Haverhill, Massachusetts <url>",Negative
Just been through K?piti New World which is busy. Staff say it's been that way since the covid case in Wellington hit the news. Still food on the shelves - a few gaps like long life milk appearing - but generally still stock there and staff working hard to top up. <url>,Positive
I'm more worried how I'll cope not being able to get online shopping delivered if we go into lockdown ... coronavirus update corona outbreak covid coronavirus,Negative
Oil prices have collapsed this week. covid <url>,Negative
"Schools: closed Professional Sports: canceled Groups of 250+: banned Stock Market: crashing My <money>/hour job handling hundreds of strangers food and silverware: come on in, people aren't working so we will be busy. server life covid hospitality industry",Negative
<user> You mean the same college kids who can't afford to stock up on food or get tested for covid because of crippling student loan debts and a broken healthcare system? Yeah can't wrap my head around why they'd be extra motivated to suppo,Positive
Met with members of our distributive trade today to examine their preparation for the impact of covid. Based on reports our key manufacturers and importers have at least 2 to 3 mths of stock. We therefore do not expect that there will be any shortage in critical food items. <url>,Negative
"If you think about it, if you're trying to avoid getting covid, going to the grocery store where EVERYONE is at is not a good idea",Negative
Southerners have such a way with words. <url>,Neutral
babu Don t think we have been hit by the worse yet Earlier it was only virus now with covid there can be multiple problems like food shortage If developed nations are reeling trading at NY Stock Exchange was suspended for 14 minutes after opening what are we,Negative
"Also the fact of ppl panic buying and emptying supermarket shelves is a joke, disgrace, selfish and stupid... Yes I get if you suddenly b come Ill or need to self isolate but Jesus it's only for a week or two! Get a grip! covid uk coronavirus covid",Negative
"Coronavirus panic buying spikes after rumor of a Hawaii shipment shutdown goes viral via <user> <url> The message was false. But versions of it spread faster than covid and prompted some residents to engage in even more panic buying of food, 1/2",Negative
Consumers have increased their online shopping due to coronavirus. <url> retail ecommerce study coronavirus <url>,Positive
"<user> That is a god point too. I wonder why parents are bringing their kids to grocery shops, also plenty of elderly are out there. I think in times like these, more online grocery shopping will be in extreme demand. Stores should adjust to that a",Positive
"More than 8,000 Arlington Public Schools students won't get free or reduced lunches if schools close due to coronavirus. Donate and share this link for a fundraiser organized by APS teachers to give grocery store gift cards to food insecure families. <url>",Positive
"My mum's words this evening were 'We're going to have to make a self isolation shopping list'. Now as much as I don't want to join this 'panic buying', weve kind of been left with no choice considering that every supermarket has sold out of pasta. Pasta fgs?! covid",Negative
Target begins rationing items that are flying off the shelves during the coronavirus outbreak; institutes new store cleaning policies: <url> rockville rkv moco dc coronavirus covid retail maryland montgomery county <url>,Neutral
Citizens empty madrid supermarket shelves amid coronavirus fears spain corona covid?19 covid coronavirus spain coronaviruses p <url>,Negative
"covid will accelerate the move to remote work, remote shopping, online interaction and the ongoing change in how we socialize, worship and communicate. This is not just an event - this will permanently shift how we leverage technology to do these things. disruption tech <url>",Positive
Hey ladies ?? I sale classy heels ? at affordable prices ? Nationwide Delivery at the shortest time possible ?? ? DM ?? buhari coronavirus pandemic corona outbreak covid <url>,Positive
.<user> says it is out of stock of household items and deliveries are delayed due to coronavirus demand <url> <money>AMZN shipping times slower high online shopping marketplace toilet paper bottled water logistical challenges covid,Negative
Missing market open for some grocery shopping. Line wraps to the back of store. Manager on loudspeaker trying to calm customers. Toilet paper is but a dream. stocks stock market day trading bbt family covid corona outbreak,Positive
<user> isitok that all this stock piling is causing the food industry great burden. As orders sky rocket!! They are struggling to cope with the demand on the ever decreasing workforce due to covid food waste,Negative
"This was my supermarket today! Fruits and veggies, pasta, pasta sauce, toilet paper, soap, eggs, beans, bread, hummus all sold out! covid uk coronavirus coron apocalypse <url>",Neutral
More than 4.4 million Canadians say they feel food insecure due to financial constraints: report <url>,Negative
The last time I saw a supermarket this empty was in gaza (and it wasn't because of the coronavirus) Maybe Americans will now be able to relate to what life under a blockade is like when you can't find some of the most basic necessities for your family. <url>,Positive
"nifty50 the correction is here to stay covid just started in India, it is yet to hit the peak.. keep sipping the stocks at your prices.. don't miss the opportunity",Positive
NEW from me on hitting the retail industry hard I worked the phones all weekend and talked to multiple small and medium businesses The verdict Store closures in the U S could explode because of And more bankruptcies More here,Positive
1/3 How are you encouraging your clients and consumers to think past this current situation? How is your consumer journey changing? covid corona,Positive
"Couldn't get half my grocery list from the store since they're out of so much, so bought double chocolate and wine. Same same, right? covid",Neutral
Are you actually gonna stock up with food and necessities coronavirus,Neutral
"Food for Others is anticipating an increased demand for food due to the Coronavirus (covid) outbreak. If you would like to donate food, please visit our amazon wish list at the link below. <url>",Positive
About to walk into a grocery store and shop for myself like some kind of peasant! ? covid really fucking has me going to the grocery store when I shouldn't be cuz people are panicking and overwhelming Instacart. the struggle is real coronavirus in la,Negative
"GAS PRICES PLUNGE: Line-ups as motorists fill-up at GTA stations as gasoline dips below 90 cents/litre, amid an oil supply surplus and plunging demand w/ongoing covid pandemic. <url>",Negative
Who knew! covid Household Products That Destroy Novel Coronavirus - Consumer Reports <url>,Negative
Went out to Lowes and Grocery store today. People are not wiping their carts or cleaning their hands. America will suffer badly from Corona because we have too many idiots! covid coronavirus pandemic coronavirus update corona outbreak coronavirus update,Negative
Hey <user> with more people using online shopping due to covid would it be possible to add a way to donate to something like <user> on checkout? I feel like more then ever the foodbanks need our support.,Positive
"Items such as toilet roll, tinned food and hand sanitiser have been disappearing from supermarket shelves. The gov have told us supply chains are robust, and warned that panic buying could create problems. Experts joined us to talk about this issue. <url>",Negative
"Food banks have been running out of basics because of covid panic buying. And if there's long periods of isolation in the UK, it's likely more people will need to rely on food parcels. Help if you can ? <url>",Negative
"<user> I'm not panicking. I bought my masks, gloves, food, and toilet rolls a month ago. They had loads in stock back then. I'm not panicking because I DID NOT listen to government advice. I did my own research, read medical jou",Positive
"Stop frenzy buying. You don't need most of what you've been hoarding. This is proof that boston's ""norm"" of me-first selfishness at the expense of others is more contagious than coron apocalypse cv19 coronavirus covid maral ago virus trump plague covid?19 <url>",Negative
New sport for <user> to cover while covid corona wreaks havoc . toilet paper scramble at your local grocery store. Good luck out there. Be safe. Be kind.,Positive
"<user> In usa plenty of empty shelves in most of departments and grocery stores, especially personal items from medications, water, toilet paper, thermometers, canned food. Within less week, limit to 4 items went down to 2, yet those items are n",Negative
WHO'S PAYING FOR ALL THIS?!? The consumer? How much will these drive-thru tests cost?!? WHAT ABOUT AN INCREASE IN VENTILATORS??? coronavirus covid coronavirus pandemic corona outbreak,Positive
All the bookstores are soft closing and offering online ordering and curbside pick-up rather than allowing people into the store to spread covid. My store doesn't have online shopping. We are still open at full/regular hours. Please pray no one spreads covid in my store.,Positive
George just went to the grocery store; based on what shelves are empty: -no one ever cleaned their house or did laundry prior to this crisis -your neighbors are going to be very dirty for the foreseeable future -no one will be eating sandwiches or pasta for awhile coronavirus,Negative
"Food banks in Preston are running out of tinned products, long-life milk and toilet rolls. covid lancashire food banks <url>",Neutral
"I just went out in the world, and there was regular commute traffic backups on the streets, plenty of people at the grocery store (TP and paper towels in stock), and a normal # of people at CVS. So, it seems like any other ordinary day in Northern California. ??? covid life.",Positive
"If you want to get money into the hands of people quickly and efficiently, let them have the full money that they earned, APPROVE A PAYROLL TAX CUT until the end of the year, December 31. Then you are doing something that is really meaningful. Only that will make a big difference!",Positive
"WIth the coronavirus is here in Michigan, people are preparing and stocking up on food and supplies just in case. Store shelves at several major retailers are empty or nearly empty of tissues, toilet paper and sanitizer wipes. <url>",Negative
"Need a way to help? Stuck at home with kids, but recognize your privilege? Call your federal representatives and demand action. We need tests, we need family leave, we need food and housing. Find a local school or food bank to do volunteer food drops. (If ur well) covid",Positive
<user> I love a sunday of work . Nice chilled out and lazy day. NOT TODAY THO . I now feel i HAVE to go and stock up because of these selfish bastards. So food shop it is . panic shopping coronavirus <url>,Negative
Are you interested? Get a <money> Supermarket Gift Card for <user> Click here: <url> gift card supermarkets covid heartbreak weather watch <url>,Positive
Just went to do my regularly scheduled grocery shopping and there was basically no food! ? I did stock up on icecream though. coronavirus,Negative
"Is poland getting crazy and everyone thinks that <user> will close every grocery store in coming days? I thought that the panic is a viral joke, yet I saw today it's not. covid",Negative
waiting for the retail store e-mails to start rolling in with the Use Promo Code covid for 19 <percent> discount,Neutral
I dont know what to bitch about more. How slow it was at work or that I couldn't even go to the grocery store afterwards! All because of the chaos that is the coronavirus,Negative
coronavirus shifts online shopping habits. ecommerce <url>,Neutral
This quarantine has really lit a fire to my already problematic online shopping addiction coronavirus,Negative
the grocery store is out of toilet paper. i think people are freaking out and buying toilet paper because they are afraid of being quarantined. coronavirus wuhan virus covd19 covid coronavirus pandemic <url>,Negative
Demand for vegetables rises in wake of coronavirus outbreak. Prices continue to remain the same and vendors expect the demand to increase even more <user> gets a report covid coronavirus pandemic coronavirus <url>,Positive
Grocery stores and other U.S. businesses remaining open amid the coronavirus pandemic are facing pressure from unions and activists to provide hazard pay for employees whose jobs involve tasks that put them at direct risk of exposure to the infectious disease. <url>,Negative
"Ppl are facing hospital and soon food shortage with death toll climing by the minute and all Trump worried is how to prop up stock market, unfortunately for us, an incompetent pres will have severe consequences this time trump plague trump virus trump2020 coronavirus covid?19",Negative
"If you've been to the local supermarket and found there's no toilet roll, pasta, pain relief etc because of panic buying this is the time to turn to local businesses.. those shops your drive past on your way to the supermarket! Helping communities! covid",Negative
"Coronavirus and food: the latest Good piece by <user> <url> I'm curious. Here's an informal poll for all: If you are taking covid infection precautions and are stockpiling foods and other essential supplies right now, how many weeks are you planning for?",Positive
"The best thing you can do right now is spread compassion. Everyone is stressed and anxious, so make an effort to say something nice to a grocery store clerk, reach out to your friends online, compliment a stranger's outfit, etc. That, and wash your fucking hands. covid",Positive
Do you have a brick and mortar store only? Now's a great time to add an online store for your business. covid coronavirus payments retail ecommerce merchant services merchant account business small biz <url>,Positive
Hopefully all these games played behind closed doors will open clubs eyes to how important the fans are to the beautiful game and in turn lower ticket prices...? covid,Positive
"Just went to the grocery store to do my routine shopping, and seriously, people, WTF is it with the toilet paper? Why the obsession with that specific item? covid panic buying",Negative
man if I had money i'd be investing hard in food delivery / ghost kitchens that also had portable covid testing kits so you could get burritos delivered and family tested at home on demand,Negative
"Welp, I guess this is going to be the last <user> Fitting Room post for the foreseeable future. THANKS coronavirus! ? Luckily for us, online shopping is still a thing. <url>",Positive
Hey. Be nice to retail workers. Please? This is something no one was prepared for. The rules of the store are not their fault. Be nice. Understand. bekind covid corona outbreak,Positive
my neighbor made an interesting observation: in the wake of coronavirus they're shutting down gathering places like schools and churches to prevent the spread. and yet where does EVERYONE go to congregate? the grocery store. ??? social distancing covid,Positive
"Expert Solutions by Modi govt to prevent spread of coronavirus india 5/5 ?Hike rail ticket prices ?Arrest JNU,Jamia students ? Make Pragya Curse Corona Virus ?Invite covid for morning walk with Tadipaar ?Reprimand Nehru for not taking steps to prevent coronavirus",Negative
MY GROCERY STORE IS OUT OF TOILET PAPER AND PEOPLE AT WALMART ARE FIGHTING OVER IT LIKE A BITCH PUNCHED A BITCH OVER WALMART BRAND ONE ROLL covid,Negative
"coronavirus concerns, sparking panic buying have forced manufacturers, distributors and retailers into special measures to manage the spending surge <url>",Negative
"Coronavirus scare: In Kashmir, people say bye to Chinese food In Sgr restaurants, guests demand traditional wazwan instead of Manchurian, Chowmin, fried rice etc KNO kashmir coronavirus",Negative
"For all of you newly diagnosed coeliacs, please leave some items on the supermarket shelves for children or the older population who have the disease. I'm fine, I can do without, but they can't. Thank you. coronavirus",Positive
I'm worried about how much online shopping I'll be doing when I don't have sport or work to distract me. Me and my Asos driver and going to get super friendly covid asos shop til you cough,Positive
"What to do in PPC with so much uncertainty and constant flux in consumer and competitor behavior? Luckily, I think some old best practices still make sense. Now it's more important than ever to actually do these 5 things in our accounts: <url>",Positive
coronavirus cases confirmed in the loop and northwestern campus. Protect yourself by staying home and shopping online with our 50 <percent> off discount. ?? @ Grassroots Chicago <url>,Positive
Plano Independent School District is extending plano tx students' spring break by a week through March 20. <url> covid plano isd <url>,Neutral
The Corona Convo In the Supermarket ??? She called the police ? coronavirus update covid coronavirus pandemic jamaica <url>,Neutral
My experience at the grocery store this morning is making me seriously rethink my childhood love of Supermarket Sweep. covid,Positive
"I don't rly understand the stock market, nor do I ideologically believe it matters at this point (I understand it'll affect other things, but what matters rn is people's healththeir ability to access healthcare, food, safety, etc.). But I think this is bad ??? coronavirus",Positive
"<user> What's the risk of contracting covid from an asymptomatic, infected person in a retail store (cashier-customer interaction)?",Negative
"Lower oil prices, lower interest rate, and some sort of fiscal stimulus is great, but the consumer isn't the problem. The problem is fear of coronavirus and fear of being quarantined for 14 days. That's why people stopped traveling. Not because of interest rates or taxes.",Negative
Genuinely don't understand the point of stockpiling toilet paper. That is literally the last thing I would stockpile. Worst case scenario you just use a towel. Food is what you should be concerned about. ???,Negative
A friend sent me this picture of their local grocery store in switzerland after a wave of panic buying due to coronavirus spread covid <url>,Neutral
Grocery shopping in the media generated apocalypse. Bread aisle at my local store. Thought I might get mugged for my whole wheat! covid panic <url>,Neutral
This panel by Sid Teles perfectly embodies the mood at the supermarket today corona coronavirus pandemic coronavirus pandemic covid fear supermarket groceries indie comics dystopia dystopian panic buying panic shopping hoarding panic buyers kick starter apocalyptic <url>,Positive
"The shortage conditions of food, especially meat, would have been better if major grocery retailers used predictive analytics to adjust their supply chain by correlating the demand and locations affected by covid. <user> coronavirus updates covid?19 technology",Negative
"We have many people within our community that are on a fixed income or they don't have the ability to stock up... So, we need to ensure that when they can go to the grocery store that there is product available for them. las vegas coronavirus <url>",Positive
"Good evening. As mandated by the government, we will temporarily close JENRA Mall starting tomorrow, until further notice, due to covid Concern. However, supermarket, drugstores, banks, remittance services, and UG fast food restaurant are still required to operate. T.T",Positive
"<user> Your rizq will reach you, no matter what. As a practice make du'a that it comes to you without you having to run around for it. And when it reaches you that way, ensure you say Alhamdulillah. It's a simple, peaceful, and amazing cycl",Positive
"Ok, so covid made flights cheap, emptied busy tourist destinations in Europe, panicked the hell out of the stock markets so now covid uk when will you lower the house prices?",Negative
This is really scary. Waking up and immediately checking the news - wondering what the latest numbers are. What a time to be alive. Yesterday there was a line of people wrapped around my regular grocery store. I'm so scared - esp working in healthcare. covid,Negative
"The walking dead has taught me 1) no evidence that having stock piles of hand sanitizers or toilet paper are a benefit 2) Get FOOD and WATER 3) Get FirstAid Kit and medications 4) get a good sharp machete (zombies ???) Honestly folks, wash your hands and have common sense! coronavirus <url>",Positive
Services that will be in on high-demand in this covid season; - Netflix and/or other on-demand video streaming ser - High usage of internet/mobile data. - Food delivery service/online shopping - Online training courses - Online video streaming and games stay safe ph,Negative
<user> Am I a missing something? While Apple close their retail store due to covid why people should order from cloud kitchens they have no food handling guidelines,Negative
"? Source UCSF/Berkeley Scientists? 40-70 <percent> of Americans will get infected by coronavirus . That's roughly 160m people. Using 1 <percent> death rate; this translates info 1.6m people dead. This will take 12-18mos to play out. The worst has yet to come. Stock up on water, food, meds, etc,",Negative
"The coronavirus crisis will speed up the technological revolution as schools, health services, shopping and work will go online at an even faster pace than before. See ""The Robots are Coming"": <url> <user> <url>",Negative
If your concerned about the virus here's a little thought - when your in your local supermarket(or large outdoor shop ) were they serve hundreds if not thousands of customers a day the odds of coming into contact with someone who has it are far greater shop small covid,Positive
Best part about working in a restaurant right now is having access to literally cases of TP and sanitizers. Fuck all that grocery store hoarding shit. thursday motivation covid,Negative
"Setting up an old iMac as a RIP machine for my Canon printer- installing snow leopard from a CD like it's 2009- simpler times, when your computer mouse had a cord and you could buy toliet paper at your local grocery store. covid <url>",Positive
Call your Rep amp Senators today amp demand they pass the bill It contains Free testing 14 days paid sick leave 3 months paid family leave Expanded unemployment insurance amp food security Medicaid funds Lives are on the line 202 224 3121,Negative
"Yo mama so nasty COVID won't take her Yo mama so dumb she thinks the CDC is a tv channel Yo mama so dirty she got the Coro-NO-NO-NO Yo mama so dumb she went to the grocery store (that's it) Yo mama so dumb that she social distance - no wait, that's smart corona snaps covid",Negative
I eat Chinese almost every Friday. They claim Chinese restaurants are suffering due to the covid but they not cutting prices like the airline industry ?,Negative
"Walking through the grocery store was like being in another world. Paper goods: cleared out Water isle: practically empty Gatorade: gone Honestly people, I don't understand the need to stockpile, we don't even have a confirmed case in our county. covid",Positive
covid whiskey and scotch prices went up by at least 20 <percent> in DFW area,Neutral
?? Israeli police is screening people before entering into supermarkets. Israelis started to panic buy food. israel covid pan denic <url>,Negative
Ontario insists there's 'plenty of food' as shoppers rush to stock up due to covid | CTV News <url>,Neutral
Check out my latest blog about how our work place is changing it also includes lots of Home decor Tips and Tricks and Resources! <url>,Negative
"Grocery store observation: People staying home will be: Eating bread, pasta and sauce, canned soup, mac and cheese, ramen noodles; Drinking milk, wine and bottled water; Washing hands and using alcohol sanitizer; Spraying and wiping everything; Pooping - lots and lots of pooping. covid",Neutral
"The way to a woman's heart...? the boy done good Snuggled up listening to <user> ? trying to relax. Stay safe everyone, We can beat this ?? if we just listen and follow the correct advice... covid coronavirus stop panic buying help each other <url>",Positive
That's a wrap for this week's CATV LIVE! I talked about: - coronavirus and <user> - <user>s exposure as a terrible store of value - Why <user> deserves a shot - <user> and Consensus 2020 - <user> demos the slick Dash Retail <url>,Negative
"<user> Yeah. I've seen eggs, milk and Lysol wipes being sold out at grocery store due 2 covid. Folks have gone nuts 2 and they need 2 calm down. This isn't the black plague.",Positive
The more I see the hysteria over the empty stores unfold the more I think people will start to do more online shopping on amazon and other sites to avoid the lines and people from now on. Even after covid blows over. coronavirus online shopping empty shelves covid,Negative
"Don't chase the Sanitizer Grandma's soap bar is better ! Alcohol-based Sanitizers are effective, but soap and water is a highly efficient way of killing the virus coronavirus can be active outside the body for hours Sanitizers are good, but nothing compared to a soap and water wash <url>",Positive
"coronavirus intel Just talked to a friend who owns multiple fast food franchises and he said likely will have to shut down next week to protect his employees. So stock up on canned goods and food because ur local delis, restaurants fast food franchises may not be open in a week.",Positive
"I live in the reddest state in the union. Full of people saying it's no big deal or a hoax. And yet when I go to the grocery store, there is no toilet paper or soap and hand sanitizer. Actions speak louder than words coronavirus",Negative
"3/n The impacts of covid are finally being seen in the US - retail stores dropping in consumer volume, events shutting down, restaurants seeing less customers, and large scale supply chains seeing a slow down in growth",Positive
Impacts of corona virus according to economist Dr Abid Suleri on Pakistan stock exchange Dollar rate rupee s value petroleum prices,Positive
"Let me be clear, I did not stock up on food this week because I think we're going to be quarantined because of the coronavirus, I did it because I am 7 pounds under my weight class and working from home next week.",Positive
"if you can't find stuff you need at target or your regular grocery store, many local Asian markets, Hispanic markets, and specialty stores still have many supplies (yes, TP!), yummy snacks, and they could use the business during these uncertain times! coronavirus",Positive
"Don't walk into a supermarket, buy over 100 rolls of tissue paper, 60 packets of maize flour, dozens of long life milk and all hand sanitizers. It's like it's you who only exist. Be considerate. coronavirus in kenya covid",Positive
"Or buy gift certificates for others who may be in self-quarantine. A little online shopping will pass the time and keep local businesses alive. Plus, more books! coronavirus books",Positive
"In this covid time, the best bet for grocery shopping is online. There are many web stores that deliver to your doorstep. Here are some of the grocery delivery services in Qatar: <url> marhaba qatar destination guide coronavirus qatar co vid watch <url>",Positive
"Before we get into a who is working harder argument in all of this covid mess, let's remember that people working minimum wage at the supermarket and the drug store are working harder than most of us. Get some perspective.",Negative
"Here's a thought: Knock off the online shopping. You are telling companies that it's okay to make people work. I want them paid via sick leave or otherwise, don't misunderstand me. But think about it-WTF do you really need at the moment? I'm guessing nothing. coronavirus",Negative
"There are now plans set to quarantine barangays and municipalities with multiple cases of covid, according to leaked documents. I urge everyone to stock up on 2 weeks supply of food and water. This isn't a fun and games anymore. coronavirus pandemic <url>",Positive
"Imagine fighting over toilet paper like a psychopath then going home and having little to no food stock. Panick buying will do nothing but create hysteria and artificial market inflation. Stock up on necessary things like canned foods, water, etc. coronavirus covid",Positive
Nobody in the food industry is talking about stock outages or shortages. There will be food in the shops. No need to panic buy. covid,Negative
"If you're at the store stocking up, say thank you to the cashier and the staff. They are under appreciated to begin with, and are still working while we panic so we can get our food. They also will be the ones to feel the pain of closures. bekind coronavirus covid",Negative
"That's about a week from now. A bit optimistic. Probably it will take another month. Supply chain may be recovering, demand chain will be non-existent in US and Europe for the next month or two. <money>spx <money>qqq <money>es <money>nq <url>",Positive
is concerned about staying safe and reducing our exposure to illness But for some of our neighbors a lack of resources means they can t afford to stock up on food Missing work missing meals Here s our covid plan amp how you can help,Negative
"Mean reversion is not a law, it's a tendency. What are business or consumer behaviors that may inflect permanently due to covid? Ex. Remote work, house hunting online, cord cutting. Explain your reasoning. Please RT so we get more answers.",Positive
"Please ppl, I just want to do my normal evening food shopping, I don't want to queue for 30m+ just to get a bread and a can of corn, it's not a zombie apocalypse we don't need to stock up on long life milk, and tins of fish...coronavirus panick buying uk panic buying uk",Positive
New hours amp new rules for shoppers at many area stores as companies try to stop panic buying This Studio City normally opens at 5am Now open 7a 9p so workers can restock amp disinfect the store says there is no food shortage no need for o panic,Negative
A friendly reminder about some updates here at GLB relating to covid (Sunday/Monday) Sunday March 15 The Wavy Wall Craft Kitchen will be closed Retail store and taproom will remain open Monday March 16 The retail store and taproom will be closed <url>,Positive
The Government: there's no need to panic there's plenty of food! Me at the grocery store: coronavirus <url>,Negative
My local grocery store in San Jose coronavirus outbreak covid panic buying <url>,Neutral
"Everybody stocking up on toilet paper, and I'm like WTH? I'd rather stock up on extra food. Without it, the other becomes useless. ??? coronavirus",Negative
"You know what's great to do when you're in the grocery store shopping for the apocalypse? Stand more than 2 inches from the person you're in line behind! It's really wonderful. Everyone should try it. Perhaps even 12 inches! Or 36! Go crazy, the world's ending! coronavirus",Positive
"Let's just say the stress of private practice pediatrics during covid, social distancing, and online shopping is a BAD combination ?",Negative
"Studies show the coronavirus like covid can live up to nine days on hard surfaces like metal, plastic, and glass. Our Deputy Commissioner of Consumer Affairs Mary Barzee Flores shows you how to keep clean at the gas pump. Watch and share? <url>",Positive
everyone panicking at the grocery store tonight has clearly never gone shopping before a hurricane ?? hunker down covid hurricane corona coronavirus,Negative
<user> Just waiting for the coron apocalypse corona outbreak covid to hit the fuel prices,Neutral
"People rushing to stock up of Food, Water, Vitamins C and D plus Zinc to protect against covid before all cities on the globe are LOCKED DOWN. Don't trust the W.H.O. <url> coronavirus paramedic animalcrossing switch raptors canucks oiler novascotia pei eos ny <url>",Positive
<user> Yes it is. I was in the grocery store earlier. It was a fucking stampede and the shelfs are clearing. coronavirus pandemic coronavirus update covid,Negative
I don't know which one is more likely to kill me - the coronavirus or these long grocery store lines.,Negative
Me after selling 2 hand sanitizers in double prices which i bought 2 months ago,Positive
"With flight prices so low, is it cheaper and faster to fly to another country that is more responsible about testing, even if you only make it to an airport and turn back around? With proper precautions, of course ?covid coronavirus trumpisafuckingidiot maga",Neutral
"Since we have to be responsible and try to stay at home as much as we can during the coronavirus, why not treat yourself to some retail therapy and get 15 <percent> OFF when you spend<money> in our Etsy store? <url> via <user> stay at home retail therapy coronavirus",Neutral
"Oh yeah, sure, gas prices are gonna go down...but getting the CoronaVirus is so much less concerning.? covid don covid trump crash trump is a moron trump is an idiot",Positive
I really wanna get something out my doomsday food stash...but I'm trying to save it ? coronavirus pandemic covid panic,Positive
Facts: 1.Stock Market plunged by 3000 points only yesterday. 2.A failed agreement between Saudi Arabia and Russia caused the global oil prices to plunge 30 <percent>. 3.Prices hit record low and a recession is predicted. coronavirus pandemic covid lockdown coronavirus corona,Negative
"STOP attacking food store employees, it's NOT our fault yall are being selfish and raiding food at the same time. We keep getting stock each day there's no need to raid but mostly STOP being fcking dcks to employees who can't do anything about this or ur behaviour!!! coronavirus",Negative
"I usually go to the grocery store Saturday morning at around 9:00 but today arrived at 7:30am-no milk,bread,toilet paper, pasta,frozen vegetables! But picked up lots of cookies lol? I WILL SURVIVE covid <url>",Positive
"Why is toilet paper an urgent necessity right now??? Like stock up on food water, why toiket paper?! covid",Positive
Charging exorbitant prices for sanitizers/masks when it's a need of hour for people's safety isn't any business opportunity. It's really a condemnable deed. Let us contribute towards alleviating the cause rather than being part of the cause. coronavirus in india covid,Positive
Go ahead and sign-up for PayPal. Makes shopping online and supporting small businesses that aren't able to get foot traffic that much easier! coronavirus,Positive
People haven't thought through this economic damage thing. I've been at home 2 hours and already bought a new computer monitor. I think online shopping could do very well out of this ? covid,Negative
Here is an updated list of states and cities that have closed dine-in services <url>,Neutral
covid is not only effected Human Lifes but also it's impact on global crypto market. The prices of crypto currency is largely down. cry to currency covid market crash,Neutral
"coronavirus corona uk panic buying I'm doing my usual monthly shopping. And my online store has no TP. ? So I bought 16 rolls of cheap stuff. Ppl! TP won't feed your family, or quench their thirst! Knock it off!!! ??? Or protect you from Coronavirus!!! ??? <url>",Positive
"ok, here's a morbid story about the effect of covid. so i know a guy who works for a large retail company, right? and he was calling someone to buy big deep freezers so that they could store food. and the person said we can only give you 20ft ones, not 40ft. (1/?)",Positive
Bet all the elderly people who are maybe already struggling to get shopping as it is with all the panic buying just love when a random stranger stops to take a pic of them to post online for likes and shares. Imagine that was your Gran??? think about it coronavirus,Positive
"<user> I saw an article that .<user> is suspending theirs. Which, of course, proves that data caps are BS just to secretly raise prices to start with. covid coronavirus pandemic coron apocalypse",Neutral
"??It's our pride to make sure our clients are satisfied. Ensuring best services by instilling and establishing unmatched reputation of variety, quality and affordable prices.?? For this and more reach us on <num> / <num> domorewithmpesa covid <url>",Positive
I think the <user> postponing the season just kicked off the official panic button in this country. Heading to wal mart now. Stock up people! Food is about to look like the toilet paper aisles!!! coronavirus covid pandemic,Negative
<user> Hahaha.. you dont have to do that. Just leave an update here at <user> via <url> LA community has picked up updating the stock availabilty status at stores like <user> coronavirus cov,Positive
"*offer rides to grocery store and/or pharmacy. If you don't have a car, offer to help pay for a taxi and assist them in carrying enough supplies to last a quarantine. mutual aid corvid19 coronavirus",Positive
"Following significant feedback from communities and growing concerns over covid, the Parramasala Board has made the difficult decision to postpone the 2020 Parramasala Festival. The safety and wellbeing of our communities is of the highest importance. <url>",Positive
"Wala, nakita ko lang <smile> Republic Act 7394 - THE CONSUMER ACT OF THE PHILIPPINES TITLE III. PROTECTION AGAINST DECEPTIVE, UNFAIR ANDUNCONSCIONABLE SALES ACTS OR PRACTICES covid coronavirus pandemic <url>",Negative
<user> This was my supermarket earlier rice then pasta panic buying sainsburys rice pasta covid coronavirus <url>,Neutral
"I heard someone at the grocery store say- This is like a bad snowstorm, but like times 1000. You know she's not wrong. ? coronavirus covid",Positive
"<user> Was always about damage limitation,the self serving newly elected government dragging their heels lower than share prices.Let's hope common decency prevails to help others deal with the pandemic...Suddenly nobody remembers Brexit?..in this tog",Positive
Happy Sunday! Stay healthy by getting your style online! <url> covid?19 high risk co vid panic shopping coron apocolypse coronavirus outbreak social distancing coronavirus updates online shop shopping fashion clothes <url>,Positive
"Went to supermarket in Emerald, busiest I've seen it in the 6months I've lived in the area. Not much cheese except for specialty cheeses, no pasta, tinned tomatoes, flour, TP or tissues and a run on kitty litter! covid dandenong ranges",Negative
<user> How covid spreading ? Animals 2 <percent> Food 3.5 <percent> Air 4.5 <percent> Water 6 <percent> Handshake 8 <percent> Travelers 15 <percent> Social media 61 <percent> ! We had way more dangerous viruses before but we didn't have this strong social media. Don't over panic guys,Negative
"Realme 6 Pro Price in India | Best price for Realme 6 Pro is Rs.16999 as on 13th March 2020. Read full specifications, expert reviews and Offers On Flipkart! Click Here : <url> flip kart realme prices specifications reviews mobiles covid",Positive
